100044	true
100047	true
1000561	true
1000565	true
1000568	true
1000569	true
1000570	true
1000588	true
1000589	true
1000590	true
1000935	true
1000936	true
1000937	true
1000938	true
1000939	true
1000951	true
1000952	true
1000953	true
1001530	true
1001534	true
1001542	true
1001582	true
1001584	true
1001585	true
1001586	true
1001587	true
1001588	true
1001589	true
1001590	true
1001591	true
1001592	true
1001593	true
1001594	true
1001596	true
1001597	true
1001598	true
1001599	true
1001601	true
1001602	true
1001603	true
1001704	true
1001705	true
1001706	true
1001707	true
1001708	true
1001709	true
1001710	true
1001711	true
1001712	true
1001713	true
1001714	true
1001715	true
1001716	true
1001717	true
1001718	true
1001719	true
1001720	true
1001721	true
1001722	true
1001723	true
1001724	true
1001725	true
1001726	true
1001727	true
1001728	true
1001729	true
1001730	true
1001731	true
1001732	true
1001733	true
1001734	true
1001735	true
1001736	true
1001737	true
1001738	true
1001739	true
1001740	true
1001741	true
1001744	true
1001745	true
1001746	true
1001747	true
1001760	true
1001761	true
1001762	true
1001763	true
1001764	true
1001765	true
1001766	true
1001767	true
1001768	true
1001770	true
1001771	true
1001833	true
1001938	true
1001986	true
1001987	true
1001989	true
1001994	true
10020	true
100226	true
1002339	true
1002340	true
1002364	true
1002365	true
1002366	true
1002367	true
1002368	true
1002369	true
1002724	true
1002725	true
1002804	true
1002805	true
1002809	true
10029	true
1003195	true
1003200	true
1003201	true
1003202	true
1003232	true
1003237	true
1003238	true
10036	true
1004149	true
1004152	true
1004153	true
1004785	true
1004786	true
1004787	true
1004788	true
1004836	true
1004951	true
1004952	true
1004954	true
1004955	true
1004956	true
1004957	true
1005041	true
1005042	true
1005043	true
1005046	true
1005048	true
1005057	true
1005058	true
1005090	true
1005395	true
1005396	true
1005397	true
1005398	true
1005399	true
1005400	true
1005401	true
1005402	true
1005403	true
1005404	true
1005405	true
1005406	true
1005407	true
1005408	true
1005410	true
1005411	true
1005412	true
1005413	true
1005414	true
1005415	true
1005416	true
1005418	true
1005419	true
1005420	true
1005421	true
1005422	true
1005423	true
1005424	true
1005430	true
1005431	true
1005432	true
1005433	true
1005434	true
1005435	true
1005436	true
1005437	true
1005438	true
1005439	true
1005440	true
1005441	true
1005442	true
1005450	true
1005452	true
1005455	true
1005460	true
1005461	true
1005462	true
1005463	true
1005464	true
1005466	true
1005467	true
1005469	true
1005470	true
1005471	true
1005472	true
1005473	true
1005474	true
1005475	true
1005476	true
1005477	true
1005478	true
1005479	true
1005480	true
1005481	true
1005482	true
1005483	true
1005484	true
1005485	true
1005486	true
1005487	true
1005488	true
1005489	true
1005490	true
1005491	true
1005492	true
1005493	true
1005494	true
1005495	true
1005496	true
1005497	true
1005498	true
1005499	true
1005500	true
1005501	true
1005502	true
1005503	true
1005504	true
1005505	true
1005506	true
1005507	true
1005508	true
1005509	true
1005510	true
1005511	true
1005512	true
1005513	true
1005514	true
1005515	true
1005516	true
1005517	true
1005518	true
1005519	true
1005520	true
1005521	true
1005522	true
1005523	true
1005524	true
1005525	true
1005526	true
1005527	true
1005528	true
1005529	true
1005530	true
1005531	true
1005532	true
1005533	true
1005534	true
1005535	true
1005536	true
1005537	true
1005538	true
1005539	true
1005540	true
1005541	true
1005542	true
1005543	true
1005544	true
1005545	true
1005546	true
1005547	true
1005548	true
